OrgId,AgentAdId,AgentEmailId,AgentId,agentpassword,apimpath,username,avgsessionclose,TenantId,BotId,occlientappid,backendappid,clientsecret,ocauthuri,ocauthuripath,skypeclientid,tenant,TimeoutTimeInMs,OrgURL,LongPollPath,MockLongPollPath,SessionActiveTime,ACSGlobalCustomerUserId,ACSGlobalAgentUserId,ACSResourceName,ACSMessagingToken
40d48f78-fd28-42db-8c45-983e665c7437,e5105b02-d1ea-42bb-8bd7-05939b001849,TestUserScaleM0119050056@ocautositpw1.onmicrosoft.com,4876ed63-ed97-ed11-aad1-000d3a83c406,,unq40d48f78fd2842db8c45983e665c7-crm16.omnichannelengagementhub.com,TestUserScaleM0119050056,3141,48860428-fb41-4a66-b70b-684b8858b2b6,a4c373df-fab9-407b-a6a3-62b16554df50,e5a9e51c-7d56-4f4d-96c3-09e314ef4976,8d2dc28a-7275-409e-a256-85643fe230db,,login.microsoftonline.com,common/oauth2/token,1fec8e78-bce4-4aaf-ab1b-5451cc387264,ocautositpw1.onmicrosoft.com,120000,https://octestgergeonde.crm16.dynamics.com/,v1/users/ME/endpoints/SELF/subscriptions/0/poll,Test/AgentInvitationFromMock/,600000,8:acs:5f5761ed-8cdc-43f8-b76d-b59df1bfe3e2_0000000e-3364-a3ff-34fa-ad3a0d00cb14,8:acs:5f5761ed-8cdc-43f8-b76d-b59df1bfe3e2_0000000e-3364-a3ec-f4f3-ad3a0d00d0ac,fe1173d6-8962-455f-a4f0-e2d3807edf78-OCChannels-acs,
40d48f78-fd28-42db-8c45-983e665c7437,86518259-aeb3-47c5-834c-bdbeb07aabb9,TestUserScaleM0119050031@ocautositpw1.onmicrosoft.com,4a76ed63-ed97-ed11-aad1-000d3a83c406,,unq40d48f78fd2842db8c45983e665c7-crm16.omnichannelengagementhub.com,TestUserScaleM0119050031,3141,48860428-fb41-4a66-b70b-684b8858b2b6,a4c373df-fab9-407b-a6a3-62b16554df50,e5a9e51c-7d56-4f4d-96c3-09e314ef4976,8d2dc28a-7275-409e-a256-85643fe230db,,login.microsoftonline.com,common/oauth2/token,1fec8e78-bce4-4aaf-ab1b-5451cc387264,ocautositpw1.onmicrosoft.com,120000,https://octestgergeonde.crm16.dynamics.com/,v1/users/ME/endpoints/SELF/subscriptions/0/poll,Test/AgentInvitationFromMock/,600000,8:acs:5f5761ed-8cdc-43f8-b76d-b59df1bfe3e2_0000000e-3364-a3ff-34fa-ad3a0d00cb14,8:acs:5f5761ed-8cdc-43f8-b76d-b59df1bfe3e2_0000000e-3364-a3ec-f4f3-ad3a0d00d0ac,fe1173d6-8962-455f-a4f0-e2d3807edf78-OCChannels-acs,
40d48f78-fd28-42db-8c45-983e665c7437,1cc53787-89f7-488c-8ad9-76d249c85eb1,TestUserScaleM0119052244@ocautositpw1.onmicrosoft.com,57d55ab5-f197-ed11-aad1-000d3a83c406,,unq40d48f78fd2842db8c45983e665c7-crm16.omnichannelengagementhub.com,TestUserScaleM0119052244,3141,48860428-fb41-4a66-b70b-684b8858b2b6,a4c373df-fab9-407b-a6a3-62b16554df50,e5a9e51c-7d56-4f4d-96c3-09e314ef4976,8d2dc28a-7275-409e-a256-85643fe230db,,login.microsoftonline.com,common/oauth2/token,1fec8e78-bce4-4aaf-ab1b-5451cc387264,ocautositpw1.onmicrosoft.com,120000,https://octestgergeonde.crm16.dynamics.com/,v1/users/ME/endpoints/SELF/subscriptions/0/poll,Test/AgentInvitationFromMock/,600000,8:acs:5f5761ed-8cdc-43f8-b76d-b59df1bfe3e2_0000000e-3364-a3ff-34fa-ad3a0d00cb14,8:acs:5f5761ed-8cdc-43f8-b76d-b59df1bfe3e2_0000000e-3364-a3ec-f4f3-ad3a0d00d0ac,fe1173d6-8962-455f-a4f0-e2d3807edf78-OCChannels-acs,
40d48f78-fd28-42db-8c45-983e665c7437,6537ed32-ad3f-4c3b-a728-6213c4a791c9,TestUserScaleM0119052334@ocautositpw1.onmicrosoft.com,add7febb-f197-ed11-aad1-000d3a83c406,,unq40d48f78fd2842db8c45983e665c7-crm16.omnichannelengagementhub.com,TestUserScaleM0119052334,3141,48860428-fb41-4a66-b70b-684b8858b2b6,a4c373df-fab9-407b-a6a3-62b16554df50,e5a9e51c-7d56-4f4d-96c3-09e314ef4976,8d2dc28a-7275-409e-a256-85643fe230db,,login.microsoftonline.com,common/oauth2/token,1fec8e78-bce4-4aaf-ab1b-5451cc387264,ocautositpw1.onmicrosoft.com,120000,https://octestgergeonde.crm16.dynamics.com/,v1/users/ME/endpoints/SELF/subscriptions/0/poll,Test/AgentInvitationFromMock/,600000,8:acs:5f5761ed-8cdc-43f8-b76d-b59df1bfe3e2_0000000e-3364-a3ff-34fa-ad3a0d00cb14,8:acs:5f5761ed-8cdc-43f8-b76d-b59df1bfe3e2_0000000e-3364-a3ec-f4f3-ad3a0d00d0ac,fe1173d6-8962-455f-a4f0-e2d3807edf78-OCChannels-acs,
40d48f78-fd28-42db-8c45-983e665c7437,3440c6dd-ee4e-46de-bdaf-ffe2d9f87681,TestUserScaleM0119053409@ocautositpw1.onmicrosoft.com,782f16c2-f197-ed11-aad1-000d3a83c406,,unq40d48f78fd2842db8c45983e665c7-crm16.omnichannelengagementhub.com,TestUserScaleM0119053409,3141,48860428-fb41-4a66-b70b-684b8858b2b6,a4c373df-fab9-407b-a6a3-62b16554df50,e5a9e51c-7d56-4f4d-96c3-09e314ef4976,8d2dc28a-7275-409e-a256-85643fe230db,,login.microsoftonline.com,common/oauth2/token,1fec8e78-bce4-4aaf-ab1b-5451cc387264,ocautositpw1.onmicrosoft.com,120000,https://octestgergeonde.crm16.dynamics.com/,v1/users/ME/endpoints/SELF/subscriptions/0/poll,Test/AgentInvitationFromMock/,600000,8:acs:5f5761ed-8cdc-43f8-b76d-b59df1bfe3e2_0000000e-3364-a3ff-34fa-ad3a0d00cb14,8:acs:5f5761ed-8cdc-43f8-b76d-b59df1bfe3e2_0000000e-3364-a3ec-f4f3-ad3a0d00d0ac,fe1173d6-8962-455f-a4f0-e2d3807edf78-OCChannels-acs,
40d48f78-fd28-42db-8c45-983e665c7437,edd445b3-fd11-4676-a08b-78e11cd9ad4d,TestUserScaleM0119050120@ocautositpw1.onmicrosoft.com,2e58076b-ed97-ed11-aad1-000d3a83c513,,unq40d48f78fd2842db8c45983e665c7-crm16.omnichannelengagementhub.com,TestUserScaleM0119050120,3141,48860428-fb41-4a66-b70b-684b8858b2b6,a4c373df-fab9-407b-a6a3-62b16554df50,e5a9e51c-7d56-4f4d-96c3-09e314ef4976,8d2dc28a-7275-409e-a256-85643fe230db,,login.microsoftonline.com,common/oauth2/token,1fec8e78-bce4-4aaf-ab1b-5451cc387264,ocautositpw1.onmicrosoft.com,120000,https://octestgergeonde.crm16.dynamics.com/,v1/users/ME/endpoints/SELF/subscriptions/0/poll,Test/AgentInvitationFromMock/,600000,8:acs:5f5761ed-8cdc-43f8-b76d-b59df1bfe3e2_0000000e-3364-a3ff-34fa-ad3a0d00cb14,8:acs:5f5761ed-8cdc-43f8-b76d-b59df1bfe3e2_0000000e-3364-a3ec-f4f3-ad3a0d00d0ac,fe1173d6-8962-455f-a4f0-e2d3807edf78-OCChannels-acs,
40d48f78-fd28-42db-8c45-983e665c7437,526eb5d3-5f69-450a-8213-eab5b890b77c,TestUserScaleM0119050443@ocautositpw1.onmicrosoft.com,4558076b-ed97-ed11-aad1-000d3a83c513,,unq40d48f78fd2842db8c45983e665c7-crm16.omnichannelengagementhub.com,TestUserScaleM0119050443,3141,48860428-fb41-4a66-b70b-684b8858b2b6,a4c373df-fab9-407b-a6a3-62b16554df50,e5a9e51c-7d56-4f4d-96c3-09e314ef4976,8d2dc28a-7275-409e-a256-85643fe230db,,login.microsoftonline.com,common/oauth2/token,1fec8e78-bce4-4aaf-ab1b-5451cc387264,ocautositpw1.onmicrosoft.com,120000,https://octestgergeonde.crm16.dynamics.com/,v1/users/ME/endpoints/SELF/subscriptions/0/poll,Test/AgentInvitationFromMock/,600000,8:acs:5f5761ed-8cdc-43f8-b76d-b59df1bfe3e2_0000000e-3364-a3ff-34fa-ad3a0d00cb14,8:acs:5f5761ed-8cdc-43f8-b76d-b59df1bfe3e2_0000000e-3364-a3ec-f4f3-ad3a0d00d0ac,fe1173d6-8962-455f-a4f0-e2d3807edf78-OCChannels-acs,
40d48f78-fd28-42db-8c45-983e665c7437,cdd6110d-fc48-4094-a568-98071a9671e9,TestUserScaleM0119050946@ocautositpw1.onmicrosoft.com,a07aa395-ef97-ed11-aad1-000d3a83c513,,unq40d48f78fd2842db8c45983e665c7-crm16.omnichannelengagementhub.com,TestUserScaleM0119050946,3141,48860428-fb41-4a66-b70b-684b8858b2b6,a4c373df-fab9-407b-a6a3-62b16554df50,e5a9e51c-7d56-4f4d-96c3-09e314ef4976,8d2dc28a-7275-409e-a256-85643fe230db,,login.microsoftonline.com,common/oauth2/token,1fec8e78-bce4-4aaf-ab1b-5451cc387264,ocautositpw1.onmicrosoft.com,120000,https://octestgergeonde.crm16.dynamics.com/,v1/users/ME/endpoints/SELF/subscriptions/0/poll,Test/AgentInvitationFromMock/,600000,8:acs:5f5761ed-8cdc-43f8-b76d-b59df1bfe3e2_0000000e-3364-a3ff-34fa-ad3a0d00cb14,8:acs:5f5761ed-8cdc-43f8-b76d-b59df1bfe3e2_0000000e-3364-a3ec-f4f3-ad3a0d00d0ac,fe1173d6-8962-455f-a4f0-e2d3807edf78-OCChannels-acs,
40d48f78-fd28-42db-8c45-983e665c7437,f47a58c9-7a9c-4d5c-8cfd-6ffc8b6deaa2,TestUserScaleM0119051540@ocautositpw1.onmicrosoft.com,ab7aa395-ef97-ed11-aad1-000d3a83c513,,unq40d48f78fd2842db8c45983e665c7-crm16.omnichannelengagementhub.com,TestUserScaleM0119051540,3141,48860428-fb41-4a66-b70b-684b8858b2b6,a4c373df-fab9-407b-a6a3-62b16554df50,e5a9e51c-7d56-4f4d-96c3-09e314ef4976,8d2dc28a-7275-409e-a256-85643fe230db,,login.microsoftonline.com,common/oauth2/token,1fec8e78-bce4-4aaf-ab1b-5451cc387264,ocautositpw1.onmicrosoft.com,120000,https://octestgergeonde.crm16.dynamics.com/,v1/users/ME/endpoints/SELF/subscriptions/0/poll,Test/AgentInvitationFromMock/,600000,8:acs:5f5761ed-8cdc-43f8-b76d-b59df1bfe3e2_0000000e-3364-a3ff-34fa-ad3a0d00cb14,8:acs:5f5761ed-8cdc-43f8-b76d-b59df1bfe3e2_0000000e-3364-a3ec-f4f3-ad3a0d00d0ac,fe1173d6-8962-455f-a4f0-e2d3807edf78-OCChannels-acs,
40d48f78-fd28-42db-8c45-983e665c7437,03adbaf4-d2f9-48b0-a44e-70efab2a70bb,TestUserScaleM0119051451@ocautositpw1.onmicrosoft.com,b67aa395-ef97-ed11-aad1-000d3a83c513,,unq40d48f78fd2842db8c45983e665c7-crm16.omnichannelengagementhub.com,TestUserScaleM0119051451,3141,48860428-fb41-4a66-b70b-684b8858b2b6,a4c373df-fab9-407b-a6a3-62b16554df50,e5a9e51c-7d56-4f4d-96c3-09e314ef4976,8d2dc28a-7275-409e-a256-85643fe230db,,login.microsoftonline.com,common/oauth2/token,1fec8e78-bce4-4aaf-ab1b-5451cc387264,ocautositpw1.onmicrosoft.com,120000,https://octestgergeonde.crm16.dynamics.com/,v1/users/ME/endpoints/SELF/subscriptions/0/poll,Test/AgentInvitationFromMock/,600000,8:acs:5f5761ed-8cdc-43f8-b76d-b59df1bfe3e2_0000000e-3364-a3ff-34fa-ad3a0d00cb14,8:acs:5f5761ed-8cdc-43f8-b76d-b59df1bfe3e2_0000000e-3364-a3ec-f4f3-ad3a0d00d0ac,fe1173d6-8962-455f-a4f0-e2d3807edf78-OCChannels-acs,
